C2004032-FFPE	1	1	62895000	54725	-0.177555360595383
C2004032-FFPE	1	62895001	123035433	53039	-0.0581424809965598
C2004032-FFPE	1	123035434	156961000	7743	-0.142496665744539
C2004032-FFPE	1	156961001	157236000	250	0.571337026806121
C2004032-FFPE	1	157236001	202622000	42063	-0.0736968881386056
C2004032-FFPE	1	202622001	202965000	323	0.391932652796245
C2004032-FFPE	1	202965001	249250621	41820	-0.134160347841337
C2004032-FFPE	10	1	938000	711	-0.769673999971308
C2004032-FFPE	10	938001	1209000	250	0.0364681670692917
C2004032-FFPE	10	1209001	40754934	34538	-1.05904397761466
C2004032-FFPE	10	40754935	135534747	81932	-0.923030523684889
C2004032-FFPE	11	1	307000	82	-0.0158117071579059
C2004032-FFPE	11	307001	719000	220	0.491134776001426
C2004032-FFPE	11	719001	16414000	13253	0.0521376233351754
C2004032-FFPE	11	16414001	16909000	444	0.614285806119046
C2004032-FFPE	11	16909001	53144204	30382	-0.00860967475186225
C2004032-FFPE	11	53144205	135006516	72169	0.0273664051151137
C2004032-FFPE	12	1	33033000	29892	-0.903063517497043
C2004032-FFPE	12	33033001	33361000	286	-0.171287187769977
C2004032-FFPE	12	33361001	33937000	516	-0.97511300068682
C2004032-FFPE	12	33937001	34120000	151	-0.0874267743251518
C2004032-FFPE	12	34120001	34252000	54	-0.917433648928588
C2004032-FFPE	12	34252001	36356693	437	-0.0818427829429558
C2004032-FFPE	12	36356694	38426000	262	0.0359757436651291
C2004032-FFPE	12	38426001	38545000	98	-0.398018300167363
C2004032-FFPE	12	38545001	48329000	8999	0.0691522018694231
C2004032-FFPE	12	48329001	48579000	239	0.685984986755903
C2004032-FFPE	12	48579001	54317000	5258	-0.0542424920273723
C2004032-FFPE	12	54317001	54457000	124	0.39829563884343
C2004032-FFPE	12	54457001	124504000	65517	0.00201836053430582
C2004032-FFPE	12	124504001	133851895	8037	-0.091187092260453
C2004032-FFPE	13	1	17499999	0	-0.376601317622736
C2004032-FFPE	13	17500000	30660000	10081	-0.376601317622736
C2004032-FFPE	13	30660001	31247000	555	0.37690156531649
C2004032-FFPE	13	31247001	78621000	44462	-0.265431269549411
C2004032-FFPE	13	78621001	115169878	33970	-0.297519757216525
C2004032-FFPE	14	1	17499999	0	-0.0143538502827505
C2004032-FFPE	14	17500000	105124000	78471	-0.0143538502827505
C2004032-FFPE	14	105124001	105650000	275	0.515157346034228
C2004032-FFPE	14	105650001	107349540	821	0.00223444606468615
C2004032-FFPE	15	1	18499999	0	-0.103456884144101
C2004032-FFPE	15	18500000	99648000	67915	-0.103456884144101
C2004032-FFPE	15	99648001	99979000	305	0.502177819707549
C2004032-FFPE	15	99979001	102531392	2178	-0.0362299689292372
C2004032-FFPE	16	1	4341000	2759	-0.207061377599631
C2004032-FFPE	16	4341001	4487000	98	0.445143999585806
C2004032-FFPE	16	4487001	36835800	23070	-0.226256801486702
C2004032-FFPE	16	36835801	70845000	22551	-0.093263300070425
C2004032-FFPE	16	70845001	71125000	227	-1.68733482644161
C2004032-FFPE	16	71125001	90354753	16968	-0.091187092260453
C2004032-FFPE	17	1	23763005	18038	-0.178861262509296
C2004032-FFPE	17	23763006	40675000	13261	-0.125871923036315
C2004032-FFPE	17	40675001	41079000	353	0.40686315797654
C2004032-FFPE	17	41079001	43756000	2086	-0.207644368820508
C2004032-FFPE	17	43756001	44008000	129	-2.15104161720761
C2004032-FFPE	17	44008001	46618000	1508	-0.129418275945415
C2004032-FFPE	17	46618001	46723000	94	0.372840688587793
C2004032-FFPE	17	46723001	73080000	24322	-0.125635809175137
C2004032-FFPE	17	73080001	81195210	6327	-0.143691510282557
C2004032-FFPE	18	1	16960897	13180	-0.349511141436389
C2004032-FFPE	18	16960898	67736000	46735	-0.326081816970625
C2004032-FFPE	18	67736001	68155000	394	0.121479641905277
C2004032-FFPE	18	68155001	78077248	9082	-0.30258200608255
C2004032-FFPE	19	1	26181781	19651	-0.516738840047873
C2004032-FFPE	19	26181782	59128983	26581	-0.455119002589596
C2004032-FFPE	2	1	88573000	81885	-0.0637860989935913
C2004032-FFPE	2	88573001	88868000	283	-0.461759842025724
C2004032-FFPE	2	88868001	93826170	394	0.0367494764278684
C2004032-FFPE	2	93826171	132272000	30467	-0.0974247009690595
C2004032-FFPE	2	132272001	132792000	55	0.546215384779364
C2004032-FFPE	2	132792001	176930000	41244	-0.0175630822329457
C2004032-FFPE	2	176930001	177045000	99	0.389401608215675
C2004032-FFPE	2	177045001	240073000	59147	-0.0431998819484234
C2004032-FFPE	2	240073001	240328000	236	0.26435627052581
C2004032-FFPE	2	240328001	243199373	2067	-0.0673340518542214
C2004032-FFPE	20	1	14935000	14006	0.0366088286051014
C2004032-FFPE	20	14935001	15177000	227	-0.84853080249692
C2004032-FFPE	20	15177001	27869568	9846	0.0394191831333972
C2004032-FFPE	20	27869569	63025520	30477	-0.0494569334454785
C2004032-FFPE	21	1	12788128	0	-0.0144995696951151
C2004032-FFPE	21	12788129	48129895	30299	-0.0144995696951151
C2004032-FFPE	22	1	14499999	0	-0.591396820656629
C2004032-FFPE	22	14500000	38194000	17218	-0.591396820656629
C2004032-FFPE	22	38194001	38689000	428	0.168385305414752
C2004032-FFPE	22	38689001	51304566	10723	-0.59194035192964
C2004032-FFPE	3	1	50147000	46658	-0.0370438595295742
C2004032-FFPE	3	50147001	50598000	369	0.481660603421582
C2004032-FFPE	3	50598001	92004853	36747	-0.0388212162032889
C2004032-FFPE	3	92004854	108871000	14348	0.00583111486231069
C2004032-FFPE	3	108871001	109264000	340	-0.411867056398716
C2004032-FFPE	3	109264001	181477000	66909	-0.00382821648848064
C2004032-FFPE	3	181477001	181669000	185	-0.465838767383691
C2004032-FFPE	3	181669001	191045000	8917	-0.0426053851682425
C2004032-FFPE	3	191045001	191122000	76	0.370499103202345
C2004032-FFPE	3	191122001	198022430	5995	-0.0917250815209409
C2004032-FFPE	4	1	10074000	6948	-0.0297353209854713
C2004032-FFPE	4	10074001	10362000	258	0.351458723321578
C2004032-FFPE	4	10362001	25459000	14240	0.0655033804179534
C2004032-FFPE	4	25459001	25774000	312	-0.361045750202166
C2004032-FFPE	4	25774001	51160116	22172	-0.00137121171758581
